Name,N,Breakfast,Lunch,Dinner,Snack,R,M,H,P,I,K,C,Other,serving_size,Q,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin, vitamin_a ,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Food 1129,1129,0,0,1,1,1,0,1,0,0,1,37.5,1,160,8,571.2,10.88,9.44,124.8,33.6,0,6.4,84.8,0.63,0,0.53,0.1,0,360,0,0,0,11.2,0,0.21,0.01,0,0,0.3,0.08,0,19.2,0.1,1.12,17.6,0,334.4,2081.6,43.04,0.5,0,0.25,0,0.03,0.05,0,0.02,0,0,0.06,0.57,0,0,0.02,1.16,0.01,0.09,0.05,1.3,0.88,43.79,4.8,6.93,0,0.05,0.11,0.1,0,0,41.22,8.81,9.29,0.33,9.6,0.16,1.92,24,0,5.94
Food 1130,1130,0,0,1,1,1,0,1,0,0,1,23.9,1,60,3,328.2,14.7,1.92,0.6,469.2,0,31.8,28.2,0.72,0.06,0.12,0.11,0,0,0,3,0,3.6,0,0,0.17,0,0,0.65,0.16,0,7.2,0.05,1.4,6,0.05,8.4,647.4,8.94,0.77,6.2,0.48,0.19,0,0.01,1.77,0.08,0.1,0.02,0.72,1.09,0,0.04,0,0.55,0.06,0.07,0,0,0.32,30.68,0,15.77,0.05,0.02,0,0.01,0.02,0,11.24,0.9,2.4,2.68,46.2,0.06,0.72,0,0,21.23
Food 1131,1131,0,0,1,1,1,0,1,0,0,1,14.7,1,190,10,0,0,0.19,5.7,0,0,7.6,0,0.2,0,0.31,0,38832.2,0,3.8,51.3,0,72.2,0,0,0.73,0,0,1.06,0.97,0,7.6,0.18,2.26,0,0.21,58.9,412.3,2.09,0,0,0.57,0,0.41,0.24,0,0.1,0.59,0,0.67,0,0,0.45,0,0,0.68,0,0,0,0.29,5.19,0.19,6.46,0.11,0.34,0.32,0.1,0,0,2.01,0,0,0,0,0.38,1.9,57,0,190
Food 1132,1132,0,0,1,0,0,1,0,0,0,0,2.4,1,110,1,13.2,0.55,0.33,2.2,2.2,0,7.7,57.2,0.17,0.06,0.18,0.07,930.6,4.4,0,12.1,0,13.2,0,0,0.52,0,0,1.9,0.54,0,206.8,0.17,1.51,11,0.28,134.2,157.3,4.51,0.33,2.61,0.35,0,0.2,0.14,1.33,0.11,0.21,0.06,0.41,0,0.08,0.14,0.16,0.02,0.25,0.17,0,0.01,0.22,27.59,2.97,0.48,0.14,0.12,0.1,0.08,0,0,27.87,0.8,0,0,0,0,1.33,1.1,0,106.58
Food 1133,1133,0,0,1,1,1,1,1,0,0,1,19.1,1,190,8,127.3,0,0.19,5.7,17.1,0,11.4,0,1.49,0.04,0.53,0.78,2633.4,0,0,41.8,0,11.4,0,0,0.77,0,0,14.17,0.55,0,273.6,0.1,7.09,1.9,2.63,207.1,199.5,1.52,1.22,2.39,0.25,0,0.46,0.44,0,0.02,0.04,0.22,0.19,0,0,0.19,0,0,0.44,0.1,0,0,0,165.36,7.03,32.45,0.17,0.17,0,0.17,0,0.1,2.57,1.77,0,0,0,0.19,1.62,1.9,0,144.13
Food 1134,1134,0,0,1,1,1,1,1,0,0,1,39.4,1,110,6,284.9,17.82,0.11,3.3,49.5,19.58,52.8,37.4,4.2,0.62,1.59,0.51,73.7,79.2,4.4,1.1,0,15.4,0,0.03,0.2,0.22,0,0.29,0.33,0,124.3,0,75.09,11,1.29,196.9,172.7,6.6,1.32,1.79,0,0.17,0,0,0.05,0,0,0,0.04,0.34,0,0.01,0,0,0.02,0,0,0,0.04,24.49,6.27,34.36,0.69,0,0.12,0.09,0.84,0,11.52,4,2.78,1.59,0,0,2.45,0,0,2.65
Food 1135,1135,0,0,1,1,1,1,1,0,0,1,47,1,50,2,264,1.85,5.35,45.5,130,5.65,29,0,1.99,0.42,0.11,0,3,2,0.5,6.5,0,2.5,0,0.65,0.15,9.35,48.5,1.18,0.16,0.2,3,0.02,4.14,7,0.5,43,46.5,15.5,0.13,3.5,0.2,0.7,0,0.15,0,0.54,0.08,0,0.56,0.9,0.33,0.37,0.33,0.42,0.43,0,0,0,0.33,0.52,16.65,0.87,0,0,0.04,0,0,0,9.04,3.32,3.24,2.57,0.5,0,1.15,0.5,28,22.37
Food 1136,1136,0,0,1,1,1,1,1,0,0,1,38.6,1,120,1,19.2,6.36,11.16,0,328.8,0,0,0,0.05,0,0.18,0,0,0,1.2,1.2,0,0,0,0,0.12,0,0,0.38,0.23,0,62.4,0.03,1.21,0,0,19.2,0,5.04,0.16,0,0.02,0,0.12,0.07,0,0,0.16,0.09,0.15,0.04,0,0,0,0,0.1,0,0,0,0.12,1.02,3.6,38.28,0,0,0.11,0.05,0,0,0.74,5.6,2.6,0,0,0,1.5,27.6,0,100.99
Food 1137,1137,0,0,1,0,0,1,0,0,0,0,4.4,1,80,1,91.2,39.84,2.16,68,47.2,35.92,4,0,5.45,0.65,0.27,0.29,0,0,1.6,4,0,0,0,0.12,0.8,0,26.4,0.81,0.22,0.96,33.6,0.59,2.08,16.8,0.09,189.6,305.6,20.08,5.7,15.05,1.12,1.3,1.72,0.28,3.39,1.09,0.73,0.12,1.17,1.53,1.57,0.64,0.83,0.74,0.8,0.94,0.23,0.79,1.06,0.31,0,0,0.01,0.02,0.07,0,0,0,12.64,3.39,9.96,0.1,48,0.08,1.06,0.8,0,58.48
Food 1138,1138,0,0,1,0,0,1,0,0,0,0,1.5,1,50,1,51.5,7.8,0.5,39,37.5,22.75,76,0,2.05,0.36,0.2,0.13,0,1,0.5,3.5,0,0.5,0,0.73,0.19,0.3,5,0.16,0.11,0.15,20.5,0.08,1.22,9,0.04,116,303,18.4,3.84,14.12,0.8,0.74,1.06,0.1,2.02,0.55,0.36,0.05,0.61,0.85,0.88,0.39,0.63,0.45,0.47,0.59,0.06,0.39,0.59,0.18,0,0,0.03,0.01,0.03,0.03,0,0.02,4.3,5.92,0.84,0.7,33,0,1.4,0,0,34.26
Food 1139,1139,0,0,1,0,0,1,0,0,0,0,9,1,190,1,11.4,0,0,0,60.8,0,26.6,0,0.82,0.44,0.24,0.07,3245.2,0,1.9,58.9,13.3,351.5,0,0,0.69,1.71,0,2.57,40.26,0,349.6,0.56,6.44,30.4,3.63,267.9,391.4,13.11,1.29,4.64,0.31,0.15,2.5,0.28,0,0.03,0.67,0,0.63,0,0.37,0.51,0.09,0,0.4,0.58,0,0.3,0.35,51.83,4.75,12.88,0.15,0.44,5.68,0,0,0,2.24,0.17,0.1,0,0,0,1.33,3.8,0,181.11
Food 1140,1140,0,0,1,1,1,1,1,0,0,1,23.8,1,90,3,0,0,0,0,9.9,0,30.6,0,0.61,0,0.27,0,761.4,4.5,37.8,255.6,0,248.4,0,0,0.61,4.23,0,1.98,0.67,4.05,172.8,0.14,4.08,0,1.63,46.8,215.1,2.16,0.05,0,0.46,0.06,0.44,0.23,0.1,0.02,0.33,0.2,0.31,0,0.12,0.23,0.02,0,0.41,0.2,0,0,0.21,28.05,3.6,0,1.62,0.17,0.29,0,0,0,1.34,0.06,0,0,0,0.09,0.84,33.3,0,90
Food 1141,1141,0,0,1,0,0,1,0,0,0,0,3.8,1,40,1,57.2,9.88,0.6,30.8,35.2,0,0.8,0,0.02,0.35,0.09,0.02,0,0,0,3.6,0,0,0,0.08,0.14,0,0,0.01,0.09,0.36,4.8,0.01,3.81,5.6,0,86.4,130.4,11.92,0.9,8.68,0.65,0.5,0.51,0.05,1.42,0.35,0.35,0.03,0.44,0.87,0.84,0.26,0.37,0.39,0.42,0.35,0.07,0.35,0.56,0.11,0,0,0,0,0.02,0.03,0,0,3.72,0.27,0.56,0.02,26.4,0.04,0.51,0.4,0,23.23
Food 1142,1142,0,0,1,1,1,1,1,0,0,1,39.7,1,120,2,18,0,0,2.4,31.2,0,0,0,0.13,0,0.12,0,0,0,2.4,8.4,0,6,0,0,0.2,0,0,1.51,0.35,0,4.8,0.05,1.21,6,0,24,0,0.36,0.01,0,0.18,0,0.03,0,0,0,0.24,0.09,0.28,0,0,0.19,0,0,0.06,0,0,0,0.03,2.03,2.88,8.34,0,0.1,0.19,0.06,0,0,1.86,0,0,0,0,0.12,0.78,0,0,107.83
Food 1143,1143,0,0,1,0,0,1,0,0,0,0,8,1,100,1,135,7.8,4.6,3,1001,0.3,4,0,0.17,1.13,0.19,0.11,0,11,2,16,0,0,0,1.64,0.29,0,0,0.12,0.9,0,30,0.06,0.78,11,0.09,705,1032,6.7,4.97,29.08,1.51,1.49,2.88,0.33,3.39,0.05,0.91,0.06,1.21,0.79,1.94,0.12,0.97,0.71,0.85,1.08,0.07,0.41,1.24,0.27,0.1,0.16,0,0,0.01,0,0,0.07,18.69,3.92,7.94,0.14,242,0,2.89,0,0,43.77
Food 1144,1144,0,0,1,0,0,1,0,0,0,0,3.5,1,110,1,498.3,4.51,8.25,1.1,489.5,0,15.4,0,0.64,0.5,0.25,0.53,22481.8,6.6,1.1,12.1,0,85.8,0,0,0.27,1.54,0,1.49,0.13,0,118.8,0.05,8.09,185.9,0.12,247.5,377.3,27.06,2.82,10.11,0.15,0.04,0.8,0.13,0,0,0.02,0,0.14,0,0.07,0.05,0.1,0.94,0.05,0.06,0,0.02,0.13,27.57,19.03,31.88,0,0.04,0.1,0,0.01,0.02,12.76,10.89,4.66,4.12,2.2,0.11,3.31,1.1,47.3,2.11
Food 1145,1145,0,0,1,1,1,1,1,0,0,1,23.5,1,70,15,61.6,6.65,0.84,63,515.9,33.81,3.5,0,3.09,0.57,0.16,0.02,0,1.4,0.7,2.8,0,4.9,0,0.02,0.28,0,0,0.21,0.18,0,8.4,0.12,1.66,9.8,0.12,162.4,376.6,18.55,3.07,18.46,1.14,1.16,1.55,0.18,2.7,0.76,0.68,0.07,0.88,1.09,1.33,0.58,0.68,0.35,0.68,0.75,0.11,0.74,0.97,15.47,6.16,0,0,0,0,0.02,0.03,0,6.68,2.36,5.5,0.07,56.7,0,0.97,0.7,0,40.23
Food 1146,1146,0,0,1,1,1,1,1,0,0,1,10.1,1,50,13,60,3,0.5,37,28,50.15,1,0,3.06,0.45,0.19,0.02,0,1,0.5,1,0,2.5,0,2.06,0.25,0,0.5,0.14,0.14,0.3,7,0.07,1,9,0.01,117,166,17.8,3.53,10.43,0.9,0.71,1.18,0.15,1.64,0.71,0.45,0.08,0.7,0.91,1.03,0.42,0.46,0.42,0.58,0.47,0.13,0.52,0.63,0.1,0,0,0,0.01,0.02,0,0.01,0.01,1.83,7.62,1.59,0.05,43.5,0,0.99,0.5,0,35.55
Food 1147,1147,0,0,1,1,1,1,1,0,0,1,37.3,1,170,15,181.9,13.09,7.31,136,105.4,0,47.6,0,12.29,1.7,0.84,0.18,113.9,127.5,1.7,10.2,0,5.1,0,2.02,0.7,0.34,45.9,0.46,0.65,0.17,22.1,0.21,5.37,30.6,0.27,455.6,596.7,32.98,1.87,46.63,3.03,2.85,3.61,0.61,5.67,2.36,1.89,0.17,2.5,3.2,3.95,1.26,1.56,1.54,1.84,1.61,0.55,1.39,2.44,78.93,0,0,0,0.09,0.15,0.12,0.02,0.03,5.46,11.53,12.72,0.54,158.1,0,2.65,1.7,0,103.38
Food 1148,1148,0,0,1,0,0,1,0,0,0,0,4.2,1,40,1,59.2,23.6,1.04,32,312.4,0,0,0,2.36,0.04,0.11,0.21,0,0,0,0.4,0,2,0,0.02,0.08,0,0,0.12,0.12,0,2.8,0.01,0.54,3.6,0,116.8,136.4,12,0.06,1,0.04,1.11,0,0,0,0.29,0.32,0.03,0.02,0.65,0,0.02,0.33,0.37,0.3,0.35,0.04,0.25,0.05,0,0.04,0.04,0,0.01,0,0.01,0,0.01,3.59,2.75,2.52,0.9,31.6,0.04,0.37,0.4,0,30.2
Food 1149,1149,0,0,1,1,1,1,1,0,0,1,26.6,1,50,2,241,27.25,4.2,0,37,0,0,0,3.06,0,0.15,0.3,0,0,0.5,0,0.5,1.5,0,0,0.06,0,0,0.06,0.09,0,338,0.07,1.41,8.5,0.08,107,106,14.05,0.05,3.34,0.07,0.01,0.04,0.06,0,0,0.04,0.04,0.01,0.05,0,0.04,0,0,0.06,0,0,0.01,0,36.76,4.55,8.43,0.02,0,0,0.03,0.01,0,5.59,2.89,0.41,1.35,0,0,0.32,0,0,18.78
Food 1150,1150,0,0,1,0,0,1,0,0,0,0,5.1,1,30,1,33,1.05,1.53,24.9,373.5,0,2.1,0,3.1,0.46,0.1,0.16,0,1.5,0.3,1.5,0.3,1.2,0,1.05,0.13,0,3.6,0.05,0.1,0.09,3.3,0.04,0.84,7.2,0.03,58.8,91.5,11.55,1.94,7.64,0.51,0.45,0.73,0.11,1.11,0.42,0.28,0.05,0.33,0.65,0.23,0.25,0.37,0.39,0.28,0.37,0.09,0.28,0.29,0.01,0,0,0.01,0.01,0.03,0.01,0,0,3.29,0.93,1.06,0.08,21.3,0,0.38,0,0,23.19
Food 1151,1151,0,0,1,0,0,1,0,0,0,0,9.9,1,10,1,3.2,1.35,0,0.1,4.1,0,2.4,5.7,0.17,0.01,0.02,0.01,36.3,1,0.1,1.1,0,1,0,0,0.02,0,0,0.09,0.04,0.53,16.2,0.01,0.33,1.1,0.01,1.1,11.8,0.08,0.25,0.69,0.01,0,0.02,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0,0,0.02,0,0,0.01,5.32,0.16,0.85,0,0,0.22,0,0.12,0,0.4,0.73,0,0.11,0.1,0,0.24,0.1,0,9.14
Food 1152,1152,0,0,1,1,1,1,1,0,0,1,27,1,50,14,92.5,3.05,0.05,44.5,31.5,0.05,3.5,0,0.18,0.46,0.15,0.03,0,2,0,7,0,0,0,4.21,0.57,0,22.5,0.14,0.11,0,2.5,0.02,1.42,1,0,111.5,632,16.2,3.5,9.19,0.94,0.78,0.83,0.22,1.69,0.57,0.56,0.09,0.91,1.12,1.33,0.47,0.56,0.51,0.6,0.41,0.08,0.35,0.84,0.27,0.05,0,0,0.01,0.02,0.01,0,0,4.62,0.55,0.14,0.13,38,0,0.57,0,0,32.13
Food 1153,1153,0,0,1,1,1,1,1,0,0,1,22.3,1,150,13,1123.5,0.15,0,6,6,0,1.5,0,0.61,0,0.2,0,940.5,0,0,19.5,0,28.5,0,0,0.2,0,18,1.97,0.36,0,7.5,0.16,4.67,10.5,0.1,3,19.5,0,0.02,0,0.05,0,0,0.21,0,0.08,0.1,0.03,0,1.03,0,0.01,0,0,0.22,0.21,0,0,0,53.09,1.95,23.72,0,0,0.29,0.08,0,0,1.14,1.99,0,0,0,0.15,6.12,1.5,0,141.98
Food 1154,1154,0,0,1,1,1,1,1,0,0,1,46.2,1,110,12,225.5,19.36,10.56,126.5,42.9,0.11,16.5,0,4.03,0.99,0.23,0.05,0,0,2.2,6.6,0,2.2,0,0.91,0.47,0.33,17.6,0.23,0.28,0.11,7.7,0.14,1.01,80.3,0.1,250.8,502.7,50.05,2.53,12.84,1.45,1.75,2.51,0.24,3.57,1.28,0.87,0.17,1.22,2.15,0.81,0.76,1.06,1.17,1.14,1,0.07,0.8,1.49,0,0,0,0,0,0.04,0.09,0,0,3.34,8.6,1.08,0.12,83.6,0,1.5,0,0,45.42
Food 1155,1155,0,0,1,1,1,1,1,0,0,1,21.3,1,100,15,0,0,0,21,0,0,11,0,0.08,0.11,0.03,0.03,112,0,2,23,0,33,0,0,0.54,0,0,0.72,0.61,0,21,0.23,1.8,0,0.69,38,206,1.6,0,0,0.34,0.01,0.39,0.32,0.33,0,0.31,0.07,0.27,0,0.01,0.29,0,0,0.45,0,0,0,0.05,2.2,0.1,3.21,0.11,0.22,0.3,0.11,0,0,1.72,0.24,0,0,0,0.1,1.27,31,0,100
Food 1156,1156,0,0,1,1,1,1,1,0,0,1,25.2,1,70,13,57.4,6.65,2.24,0,60.2,3.01,18.9,0,0.18,0.09,0.1,0.06,4.2,27.3,32.9,7.7,0,15.4,0,0,0.18,0,0,0.16,0.13,0,66.5,0.07,1.72,10.5,0.15,133.7,88.9,24.78,0,0.28,0.02,0.01,0,0,0.92,0.06,0.03,0.04,0.06,0,0,0.06,0.02,0,0,0,0,0,0,53.34,2.24,6.09,0.06,0,0,0,0.06,0,0.65,0.1,2.11,0.08,9.1,0,2.23,0,0,44.46
Food 1157,1157,0,0,1,0,0,1,0,0,0,0,8.6,1,110,1,102.3,28.6,4.73,1.1,64.9,6.16,134.2,0,2.58,0,0.32,0.13,0,0,2.2,0,0,11,0,3.28,0.27,0,0,0.42,0.4,0,20.9,0.06,3.19,6.6,0,144.1,138.6,0,0.5,4.79,0.28,0,0.27,0.17,0,0,0.16,0.1,0.17,0.05,0.06,0.05,0.12,0,0.24,0.12,0,0,0.09,33.69,2.53,49.2,0,0.06,0.03,0.06,0,0.07,13.83,10.21,3.8,0,1.1,0,0.04,1.1,0,7.19
Food 1158,1158,0,0,1,0,0,1,0,0,0,0,7.6,1,110,1,44,0,0,0,1086.8,0,67.1,7.7,2.39,0,0.1,0.11,930.6,0,0,20.9,0,14.3,0,0,0.32,0.66,0,1.76,0.43,0.88,20.9,0.04,1.88,11,1.88,17.6,258.5,2.2,0.66,8,0.27,0.17,0.31,0.18,0.11,0.06,0.31,0.08,0.08,0,0,0.13,0,0.04,0.21,0.29,0,0.02,0.26,23.1,2.09,2.02,0.15,0.08,2.59,0.06,0,0,0.72,0,0,0,1.1,0.11,1.35,25.3,0,74.62
Food 1159,1159,0,0,1,1,1,1,1,0,0,1,48.2,1,80,10,0,0,0,2.4,0,4.08,29.6,0,0.61,0.32,0.22,0,420.8,7.2,303.2,6986.4,0,14.4,0,0,0.44,29.76,0,0.42,0.11,1.12,58.4,0.26,3.44,4.8,1.96,16,133.6,7.12,0.16,1.69,0.27,0.07,1.16,0.2,0.49,0.24,0.31,0.13,0.31,0.05,0.24,0.2,0.05,0,0.31,0.33,0,0,0.21,19.42,3.12,0.28,0.11,0.12,0.12,0.05,0,0,1.39,0,0,0,0,0,0.96,1.6,0,79.42
Food 1160,1160,0,0,1,0,0,1,0,0,0,0,6.8,1,10,1,26.1,0.63,0.02,0.2,46.5,0,2.4,0,0.41,0.01,0.02,0.04,0,0.2,0,0,0,0.4,0,0.29,0.02,0,0,0.09,0.08,0.02,1.3,0,0.27,1.1,0,87.1,136.3,1.73,0.54,1.67,0.08,0.12,0.22,0.02,0.15,0.08,0,0,0.1,0.14,0.14,0.01,0.1,0.07,0.06,0.07,0,0.09,0.04,0.04,0,0.01,0,0,0.01,0.01,0,0,1.71,0.12,0.16,0.01,7.2,0.01,0.11,0.1,0,4
Food 1161,1161,0,0,1,0,0,1,0,0,0,0,6.5,1,70,1,56,3.01,1.19,46.2,42,0,0.7,0,0.26,2.13,0.26,0,0,0,0.7,7.7,0,7.7,0,0.69,0.23,0.14,9.8,0.22,0.13,0.21,1.4,0,1.67,14,0.03,151.2,20.3,20.51,2.52,5.62,1.14,1.11,1.17,0.21,2.67,0.76,0.63,0.09,0.92,1.3,1.2,0.42,0.68,0.52,0.7,0.79,0.07,0.54,0.68,0.14,0.07,0,0,0,0.01,0,0,0.01,6.94,4.06,5,1.13,51.1,0,0.57,0,0,30.34
Food 1162,1162,0,0,1,0,0,1,0,0,0,0,7.3,1,160,1,422.4,29.6,5.92,1.6,398.4,0,9.6,1016,5.4,0,0.59,0.18,0,0,1.6,0,19.2,19.2,0,0,0.17,0,0,0.5,0.16,0,118.4,0.18,4.94,20.8,0,299.2,208,54.72,0.51,8.93,0.05,0,0.07,0.29,1.61,0,0,0,0.12,0,0,0.14,1.32,0.73,1.43,0,0,0,0.82,1.06,14.72,18.3,0.03,0.06,0.08,0,0.1,0,37.63,1.31,2.15,1.68,0,0,3.5,1.6,0,69.7
Food 1163,1163,0,0,1,0,0,1,0,0,0,0,2.4,1,20,1,98.2,0.12,1.36,2.4,41.2,0,1.6,0.2,0.78,0,0.04,0.13,0,0,0.4,1.4,0,3,0,0,0.05,0.12,0,0.09,0.02,0,2.8,0.01,0.55,7.8,0,17.6,58.8,0,0.17,0.92,0.02,0,0.01,0.03,0,0,0.01,0,0.02,0,0,0.01,0,0.01,0.01,0,0,0,0,17,0.66,0.47,0,0,0,0.03,0,0,0.17,1.41,2.4,0.03,0,0.02,0.17,4.2,0,2.53
Food 1164,1164,0,0,1,1,1,1,0,0,0,1,13.6,1,130,1,586.3,5.98,9.62,2.6,477.1,4.81,74.1,78,2.19,0.11,2.05,0.13,0,63.7,0,178.1,0,10.4,0,0,0,0,102.7,0.21,0.09,2.86,201.5,0.79,2.69,39,1,800.8,189.8,5.85,1.61,9.28,0.06,0,0,0,0,0,0,0,0.03,0,0,0.12,0,0,0.21,0,0,0,0,42.86,12.09,10.35,0.08,0.08,0.1,1.4,0,0.14,22.79,0.49,46.67,10.25,0,0.13,3.41,0,0,2.7
Food 1165,1165,0,0,1,1,1,1,0,0,0,1,21,1,190,1,30.4,0,0,1.9,100.7,15.77,191.9,0,9.7,0.69,0.53,0.21,822.7,290.7,3.8,39.9,0,4436.5,0,0,0.69,0,0,1.22,0.42,0,283.1,0.22,7.3,0,2.99,39.9,288.8,3.23,0.99,0,0.23,0,0.47,0.19,0.01,0,0.34,0.03,0.53,0.03,0,0.21,0,0,0.37,0.37,0,0,0.36,21.64,11.78,14.61,0,0.15,4.69,0,0,0,190,0.49,0,0,0,0,0.8,55.1,0,182.21
Food 1166,1166,0,0,1,1,1,1,0,0,0,1,18.1,1,180,1,811.8,30.78,5.22,23.4,1328.4,6.66,228.6,82.8,5.45,0,0.37,0.13,2494.8,21.6,0,14.4,0,14.4,0,0.05,3.07,52.92,0,0.43,1.19,0,34.2,0.19,23.53,19.8,1.73,392.4,293.4,32.58,0.52,35.69,0.09,0,1,0.08,0,0.19,0.17,0,0.16,0,0.02,0.04,0,0,0.11,0.13,0,0,0.29,115.36,46.8,3.96,0.05,0,0.13,0.13,3.31,0,22.01,12.5,7.44,7.54,1.8,0.18,23.38,0,210.6,9.14
Food 1167,1167,0,0,1,0,0,1,0,0,0,0,2.7,1,130,1,274.3,23.27,0.26,2.6,426.4,5.59,14.3,3.9,4.84,0.11,0.31,0.66,834.6,0,0,0,0,0,0,0,0.28,0,0,1.17,0.18,0,652.6,0.06,4.08,40.3,0.34,28.6,1938.3,0.91,2.07,7.32,0.16,0,0.22,0.12,0.69,0,0.07,0,0.23,0.01,0.04,0.08,0,0,0.09,0.12,0,0,0,109.04,4.42,53.3,0,0.07,0.04,0.13,0,0.03,12.68,13.22,1.46,0.22,0,0,1.57,1.3,0,21.13
Food 1168,1168,0,0,1,0,0,1,0,0,0,0,8.1,1,90,1,149.4,5.58,2.97,0,72.9,0.27,4.5,0,4.68,0.73,0.33,0,60.3,0.9,1.8,0,0,0.9,0,1.58,0.28,0,0,0.95,0.37,0,17.1,0.02,2.36,15.3,0.12,202.5,421.2,24.3,6.79,15.74,1.44,1.52,2.58,0.32,4.39,0.96,1.04,0.09,1.16,1.99,1.98,0.75,0.97,0.88,0.79,0.96,0.32,0.91,1.29,0.16,0,0,0,0.02,0.05,0.08,0.01,0,3.12,1.16,7.29,0.16,90,0,1.22,0,0,36.07
Food 1169,1169,0,0,1,1,1,1,0,0,0,1,23.2,1,50,1,0,0,0,0.5,26,0,6.5,0,0.25,0,0.12,0,208.5,3.5,1,11,0,82,0,0,0.26,0.5,0,1.06,0.29,0,9.5,0.13,1.88,1.5,0.94,71.5,86.5,1.4,0.15,0,0.18,0.03,0.17,0.06,0.31,0.09,0.11,0.05,0.19,0,0.07,0.08,0,0,0.12,0.18,0,0,0.08,18.69,1.7,0,0.87,0.11,0.11,0.07,0,0,0,0,0,0,0,0.1,0.67,1.5,0,50
Food 1170,1170,0,0,1,0,0,1,0,0,0,0,7.3,1,70,1,324.8,0.42,2.8,1.4,823.2,8.82,75.6,0,2.46,0.35,0.2,0.41,24.5,0,0,89.6,0,113.4,0,0.14,1.15,0,0,4.35,0.18,0,14,0.07,20.41,6.3,0.83,144.9,108.5,12.6,0.59,3.98,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0.05,0,0.06,0,0,0.01,0.02,53.46,1.61,22.27,0.03,0.12,0.07,0.03,0.99,0.11,6.22,11.71,0.13,0,0,0,2.25,9.1,114.8,4.01
Food 1171,1171,0,0,1,1,1,1,0,0,0,1,27,1,160,1,384,62.88,1.76,3.2,460.8,0.8,4.8,1.6,5.66,1.47,0.41,0.24,107.2,1.6,1.6,9.6,0,6.4,0,2.26,0.44,0.48,1.6,0.27,0.34,0.16,60.8,0.26,13.41,22.4,0.04,2150.4,608,51.84,3.87,30.51,2.58,2.14,3.81,0.4,3.61,2.13,1.39,0,1.69,2.12,1.36,1.04,1.18,1.66,1.38,1.63,0.12,1.13,1.24,9.42,0.16,0,0,0.13,0.06,0.13,0,0,13.52,5.33,7.16,3.65,118.4,0,2.37,0,0,67.98
Food 1172,1172,0,0,1,0,0,1,0,0,0,0,7.6,1,20,1,23.2,4.26,2.96,0.4,121.4,0,0.8,0,1.27,0.04,0.05,0.09,0,0,0.2,1.2,0.2,2.4,0,0.64,0.03,0.12,0,0.04,0.2,0,1.4,0,0.46,1.8,0,33,39.2,5.56,0.59,3.69,0.1,0.09,0.01,0.01,0.28,0.16,0.13,0.01,0.01,0,0.33,0.02,0.18,0.17,0.15,0.17,0,0.14,0.09,13.74,3.48,0,0,0,0.01,0,0,0,6.05,14.32,0.73,0.11,11.6,0.02,0.22,0,0,14.07
Food 1173,1173,0,0,1,1,1,1,0,0,0,1,12,1,50,1,233.5,2.1,1.65,1,326.5,5.5,6.5,0,8.38,0.05,0.09,0,13411,30,0,10,31,6.5,0,0,0.14,10.5,0,2.7,0.09,0,11,0.04,0.49,5,0.08,173,79,8.95,1.35,4.86,0.03,0.2,0,0.08,0,0.01,0.08,0.03,0.04,0,0,0.01,0,0.01,0.03,0,0,0,0.04,44.69,0.55,0.62,0,0.01,0.01,0.02,0,0.02,16.75,0.01,1.35,0.96,0,0,1.78,0.5,0,19.89
Food 1174,1174,0,0,1,1,1,1,0,0,0,1,27.3,1,150,1,244.5,25.65,9.3,1.5,553.5,0,108,0,2.89,2.14,0.42,0.18,0,0,0,0,0,12,0,0,0.42,0,0,0.42,1.29,0,13.5,0.01,10.94,22.5,0,333,196.5,52.8,2.27,39.03,0.25,0.6,3.41,0.38,4.74,2.38,0.21,0.19,0.22,0.07,0.94,1.2,1.34,1,1.96,1.36,0,1.4,1.41,30.18,0,0,0.03,0,0.08,0.06,0,0.02,7.7,1.1,1.9,0.38,123,0.15,1.91,1.5,0,92.49
Food 1175,1175,0,0,1,1,1,1,0,0,0,1,18.3,1,50,1,6,0.15,0.55,1,22.5,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0.08,0,0,0.08,0.1,0,0,0,0.37,2,0,0,10,0.15,0,0,0.08,0,0,0,0,0.01,0.09,0.02,0.1,0,0,0,0,0,0.1,0,0,0,0,0.41,0.05,0,0.03,0.04,0.08,0.02,0,0,4.6,3.15,0,0.02,8,0,0.39,1,0,33.74
